"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","name","artist","popularity"
"0.248","0.0133","11","-28.458","0","0.0554","0.967","0.00000253","0.0994","0.124","72.61","324760","4","12 Sonatas of III parts Z790-801: Sonata No. 1 in G minor Z790","Henry Purcell","31"
"0.245","0.124","9","-21.85","0","0.0459","0.956","0.831","0.113","0.379","69.104","134800","3","Madrigals, Book 7 (Concerto: settimo libro de madrigali, con altri generi de canti), SV 117–145: Non vedro mai le stelle, SV 126","Claudio Monteverdi","38"
"0.228","0.0666","6","-22.092","0","0.0434","0.733","0.0412","0.122","0.0674","136.779","423093","4","Pirame & Thisbé: Prologue - Scène deuxième, Vénus, la Gloire et leurs suites","François Francoeur","34"
"0.298","0.139","9","-19.633","0","0.0425","0.888","0.00379","0.109","0.079","122.944","211000","4","Erbarm dich mein, o Herre Gott, SWV 148","Heinrich Schütz","35"
"0.303","0.122","5","-23.361","0","0.053","0.944","0.0000852","0.618","0.258","102.093","1078507","4","Roland, LWV65: Air, Deux insulaires","Christophe Rousset","3"
"0.134","0.0546","0","-26.69","1","0.0574","0.984","0.0000215","0.111","0.0479","74.341","392880","4","Lamentatio I for Holy Wednesday for Bass, Two Oboes, Strings and Basso Continuo","Jan Dismas Zelenka","4"
"0.326","0.0553","0","-23.187","1","0.0556","0.927","0.000151","0.113","0.302","114.03","284693","3","Noel Symphony No. 4 in D Minor: I. Une jeune pucelle: Moderato","Michel Corrette","33"
"0.217","0.0765","11","-23.346","0","0.0367","0.944","0.477","0.111","0.0656","109.365","772907","4","Sonata in D Major, No. 1: I. Grave - Allegro","Arcangelo Corelli","36"
"0.325","0.112","1","-19.847","0","0.0502","0.751","0.00000107","0.0943","0.255","106.211","102827","3","Sestina (Lagrime d'amante al Sepolcro dell'Amata): Dara la notte il sol - terza parte","Rinaldo Alessandrini","3"
"0.201","0.115","8","-15.789","1","0.0406","0.957","0.151","0.108","0.0393","147.055","198693","5","Miserere: II. Amplius lava me - Tibi soli peccavi","Michel Richard Delalande","33"
"0.263","0.106","9","-20.682","0","0.0463","0.986","0","0.19","0.0927","81.217","146267","4","Trio Sonata No. 4 in C Major: I. Adagio","Johann Gottlieb Goldberg","35"
"0.325","0.126","11","-16.982","0","0.0486","0.988","0.000328","0.108","0.0711","129.107","150373","4","The Royall Consort Sett No. 6 in D Major: I. Fantazy","William Lawes","34"
"0.223","0.176","11","-18.616","1","0.0436","0.602","0.00000125","0.345","0.112","74.856","195680","4","Concerto Grosso in D Major, Op. 3, No. 1: I. Adagio","Francesco Geminiani","33"
"0.323","0.116","1","-19.19","1","0.0405","0.95","0.111","0.146","0.282","136.032","184747","4","Concerto Grosso in F Major, Op. 3, No. 1: I. Allegro assai: Adagio","Francesco Onofrio Manfredini","35"
"0.364","0.0789","1","-19.392","1","0.0543","0.821","0.0342","0.0667","0.318","136.461","139133","3","Suite in G major: Prélude - lentement","Marin Marais","33"
"0.478","0.272","0","-19.593","1","0.0454","0.749","0.836","0.144","0.549","114.171","125693","4","Flute Concerto in A Minor, QV 5:238: I. Allegretto","Johann Joachim Quantz","35"
"0.196","0.0673","6","-25.98","1","0.0341","0.879","0.34","0.246","0.145","86.275","147560","3","Violin Concerto in E Major, D. 50: I. Allegro","Giuseppe Tartini","35"
"0.357","0.151","7","-19.023","0","0.0386","0.953","0.0724","0.104","0.38","142.733","490693","4","Concerto Armonico No. 1 in G Major: Grave","Unico Wilhelm van Wassenaer","34"
"0.494","0.13","4","-15.961","1","0.0492","0.955","0.347","0.17","0.531","77.95","371680","4","Goldberg Variations, BWV 988: Aria - Remastered","Johann Sebastian Bach","60"
"0.0622","0.0561","6","-20.782","1","0.042","0.949","0.36","0.106","0.0372","63.15","117893","3","Kreisleriana Op.16: VIII. Schnell und spielend","Robert Schumann","42"
"0.454","0.0139","4","-29.966","0","0.0514","0.995","0.943","0.0736","0.244","130.253","184853","4","Gnossiennes: No. 1 - Lent","Erik Satie","6"
"0.362","0.0617","7","-24.588","1","0.0379","0.991","0.916","0.171","0.392","93.635","234987","4","Les Baricades Mistérieuses (6e ordre)","François Couperin","49"
"0.371","0.00246","5","-31.159","0","0.0565","0.995","0.963","0.0895","0.163","73.543","274560","4","Debussy: Suite bergamasque, L. 82: III. Clair de lune","Claude Debussy","54"
"0.191","0.0946","10","-25.59","1","0.0365","0.99","0.933","0.101","0.348","110.502","100347","4","Variations on Kamarinskaya, H. 22a","John Field","43"
"0.363","0.00594","1","-29.212","1","0.0514","0.995","0.908","0.0665","0.0645","68.986","300053","5","4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto","Franz Schubert","17"
"0.33","0.0676","10","-28.938","1","0.0583","0.993","0.914","0.0794","0.215","85.009","185400","4","Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven","66"
"0.343","0.0209","8","-27.015","1","0.0398","0.987","0.922","0.126","0.0393","125.242","497773","3","Albumblatt In E Minor, Op.117, MWV U134","Felix Mendelssohn","6"
"0.184","0.00527","1","-37.264","0","0.0432","0.995","0.887","0.173","0.151","170.612","315427","3","Nocturnes, Op. 27: No. 2 in D-Flat Major","Frédéric Chopin","55"
"0.202","0.0672","4","-23.67","0","0.036","0.989","0.917","0.0701","0.0606","67.097","288000","3","15 Preludes: XIII. Andante cantabile","Nino Rota","50"
"0.394","0.00948","1","-27.572","1","0.045","0.993","0.914","0.112","0.0423","132.018","376440","4","Suite en Mi, Deuxieme livre: X. Tambourin","Jean-Philippe Rameau","43"
"0.396","0.0856","7","-24.822","0","0.0554","0.993","0.895","0.0996","0.0327","77.083","114707","3","Tune from the Film by Lana Gogoberidze: When Almonds Blossomed","Giya Kancheli","45"
"0.348","0.108","0","-26.546","1","0.0327","0.987","0.908","0.0953","0.366","77.924","90533","1","Menuet en Sol Mineur, Transcription de Wilhem Kempff d’après Le Menuet de la Suite en Si Bémol Majeur No. 1, HWV 434, 1er Cahier","George Frideric Handel","49"
"0.246","0.00592","2","-38.92","0","0.0466","0.993","0.898","0.067","0.0696","65.342","128013","5","The Lark","Mikhail Glinka","40"
"0.401","0.00611","7","-32.702","0","0.0611","0.995","0.948","0.0637","0.0851","68.54","275640","4","Brahms: 3 Intermezzi, Op. 117: No. 1 Intermezzo No. 1 in E-Flat Major","Johannes Brahms","43"
"0.288","0.0497","10","-27.853","0","0.0384","0.979","0.841","0.0875","0.0391","96.279","322067","4","Orfeo ed Euridice, Wq. 30 - Arranged Sgambati / Act 2: Melodie dell'Orfeo","Christoph Willibald Gluck","10"
"0.333","0.00325","3","-37.682","1","0.0555","0.995","0.917","0.0897","0.0969","74.682","329044","1","Piano Sonata No. 2 (""Concord, Mass., 1840-1860""): III. The Alcotts","Charles Ives","37"
"0.279","0.00461","2","-36.886","0","0.0439","0.989","0.982","0.0638","0.039","69.813","181547","5","Adagio in F, H.XVII No.9","Franz Joseph Haydn","4"
"0.303","0.0372","3","-24.171","1","0.0497","0.992","0.887","0.073","0.038","72.147","339733","5","Apanhei-te Cavaquinho","Ernesto Nazareth","38"
"0.522","0.0104","5","-29.551","1","0.0704","0.994","0.945","0.0648","0.158","71.095","337000","4","3 Studies: No. 2, Meditation on Haydn's Name","George Benjamin","35"
"0.681","0.205","7","-20.436","1","0.0603","0.995","0.00103","0.189","0.474","109.975","150667","4","Grandes Études de Paganini, S.141: No.3 In G-Sharp Minor ""La Campanella""","Franz Liszt","4"
"0.434","0.000953","7","-29.144","1","0.0807","0.989","0.719","0.062","0.104","64.01","270560","4","Sevenlere Dair, Op. 12/3","Fazıl Say","35"
"0.268","0.204","8","-22.032","0","0.0355","0.967","0.843","0.0893","0.417","92.786","291440","4","Guastavino: 3 Romances Argentinos: I. Las niñas de Santa Fe (Live)","Carlos Guastavino","39"
"0.303","0.157","11","-19.231","0","0.0406","0.99","0.874","0.052","0.0835","112.888","257973","4","20 Regards sur l'enfant-Jésus: XI. Premiere communion de la Vierge","Olivier Messiaen","34"
"0.333","0.067","3","-20.798","0","0.038","0.992","0.857","0.0868","0.0997","61.396","316480","4","Saudades das Selvas Brasilieras No.2","Heitor Villa-Lobos","35"
"0.461","0.00809","5","-26.089","1","0.0709","0.956","0.754","0.0946","0.0358","135.571","458493","5","Dream","John Cage","2"
"0.241","0.0883","9","-23.359","1","0.0369","0.994","0.848","0.0841","0.0955","65.094","174453","5","Piano Sonata No. 1: I. MM 48","Carl Vine","34"
"0.266","0.00154","0","-44.135","0","0.0498","0.993","0.862","0.071","0.0922","67.052","508707","5","Lyric Pieces Book IV, Op.47: No. 3 Melodie","Edvard Grieg","31"
"0.331","0.143","5","-20.799","0","0.0362","0.98","0.914","0.301","0.0754","98.234","509200","4","Preludes and Fugues for Piano, Op.87: Prelude & Fugue No.4 in E minor: Fugue","Dmitri Shostakovich","2"
"0.267","0.00486","2","-30.186","0","0.0566","0.996","0.883","0.0691","0.0369","72.933","240000","4","3 Klavierstucke, Op. 11: No. 1. Massig","Arnold Schoenberg","33"
"0.389","0.0533","4","-26.322","0","0.0497","0.99","0.916","0.0919","0.134","118.942","315048","4","Piano Sonata No.5 in F sharp major, Op.53: Allegro - Presto con allegrezza Meno vivo - Prestissimo","Alexander Scriabin","2"
"0.422","0.00377","9","-32.498","1","0.0487","0.99","0.92","0.092","0.121","127.09","205107","4","Piano Sonatina No. 6 super Carmen, ""Kammerfantasie""","Ferruccio Busoni","35"
"0.303","0.131","3","-18.632","1","0.0417","0.993","0.884","0.212","0.037","76.209","647173","3","100 Transcendental Studies: No. 18: Liscio. Tranquillamente scorrevole","Kaikhosru Sorabji","31"
"0.3","0.109","1","-25.884","1","0.0379","0.99","0.882","0.0675","0.0773","80.692","472787","4","Musica ricercata: No. 7, Cantabile, molto legato","György Ligeti","48"
"0.324","0.127","4","-27.046","0","0.0308","0.991","0.92","0.0791","0.148","141.818","318240","3","The Heaven Ladder, Book 7: Simone's Lullaby (arr. E.-M. Zimmermann for piano 4 hands)","Terry Riley","42"
"0.271","0.00954","10","-35.478","1","0.0357","0.985","0.66","0.0764","0.629","126.358","244133","4","Solfeggio No. 1 in C Minor, Wq. 117/2, H. 220","Carl Philipp Emanuel Bach","40"
"0.371","0.00373","11","-39.064","0","0.0518","0.993","0.553","0.0681","0.132","96.147","343147","4","Night Piece (Notturno) (1963)","Benjamin Britten","40"
"0.276","0.197","5","-24.951","0","0.056","0.992","0.919","0.1","0.4","75.641","58227","4","Sonata romantica in B-Flat Minor, Op. 53 No. 1: I. Romanza: Andantino con moto, ma sempre espressivo","Nikolai Medtner","35"
"0.299","0.0175","3","-30.898","1","0.0415","0.975","0.923","0.0793","0.038","60.469","325680","4","Sonata In E, Kk.380: Andante commodo","Domenico Scarlatti","10"
"0.328","0.0497","3","-26.127","0","0.0389","0.995","0.87","0.0833","0.0379","69.233","526893","3","Nocturne No.1 in E flat minor, Op. 33 No. 1: Lento","Gabriel Fauré","1"
"0.364","0.0469","11","-27.621","1","0.0487","0.99","0.93","0.142","0.223","88.03","299000","4","50 Folk-Tunes from Hardanger, Op. 150: Mountain Call","Geirr Tveitt","34"
"0.281","0.0241","8","-27.515","0","0.0403","0.995","0.844","0.0787","0.0993","74.409","377000","4","Blumenfeld : Etude for the Left Hand in A flat major Op.36","Felix Blumenfeld","33"
"0.325","0.0105","0","-31.534","1","0.0971","0.989","0.555","0.149","0.0375","66.428","120000","3","25 Preludes dans tous les tons majeurs et mineurs, Op. 31: No. 8 La chanson de la folle au bord de la mer: Lentement","Charles-Valentin Alkan","34"
"0.28","0.0606","8","-24.28","1","0.0387","0.989","0.911","0.118","0.0391","112.452","301227","4","Sellinger's Round","William Byrd","1"
"0.306","0.00655","8","-30.428","1","0.0568","0.804","0.946","0.114","0.0368","70.128","282000","3","Piano Sonata, Op.1","Alban Berg","27"
"0.313","0.145","0","-21.546","1","0.035","0.995","0.9","0.0994","0.664","96.73","341920","4","On An Overgrown Path (Po zarostlém chodnicku), JW 8/17 / Book 1: 5. Stebetaly jak lastovicky (They chattered like swallows)","Leoš Janáček","1"
"0.282","0.0901","4","-22.603","0","0.0416","0.992","0.897","0.13","0.0357","74.114","516293","4","El pelele (The Straw Man)","Enrique Granados","31"
"0.224","0.0444","8","-25.016","0","0.0447","0.993","0.911","0.0983","0.0744","86.774","128493","3","Suite española, Op.47: Asturias (Leyenda) (Op. 232/1)","Isaac Albéniz","2"
"0.373","0.151","10","-19.745","1","0.0365","0.992","0.864","0.107","0.373","80.282","299373","3","Sonata No. 84 in D Major, R;413","Antonio Soler","30"
"0.321","0.0566","3","-26.859","1","0.05","0.985","0.894","0.0899","0.144","134.353","358493","3","Damunt de tu Només les flors","Federico Mompou","36"
"0.355","0.239","2","-19.875","1","0.041","0.993","0.886","0.134","0.704","129.519","171453","4","The Man I Love","George Gershwin","32"
"0.259","0.0127","5","-27.57","0","0.0398","0.995","0.924","0.0936","0.0385","72.841","252653","3","11'-38'","Karlheinz Stockhausen","28"
"0.257","0.0842","5","-23.85","0","0.0355","0.988","0.92","0.132","0.0562","72.684","178827","3","Piano Sonata, Op. 1: II. Lied","Henri Dutilleux","29"
"0.258","0.0372","5","-33.15","1","0.0451","0.822","0.516","0.0941","0.0391","71.699","334427","4","Images - Book 1, L. 110: 3. Mouvement","Claude Debussy","1"
"0.425","0.00976","8","-33.97","0","0.0387","0.992","0.947","0.0778","0.0389","98.758","402440","4","Rachmaninov: Prelude Op. 3, No 2 in C-Sharp Minor","Sergei Rachmaninoff","39"
"0.26","0.0619","0","-21.49","0","0.0462","0.993","0.88","0.109","0.0362","75.752","219382","3","6 Roumanian Folk Dances, BB 68, Sz. 56: 3. In One Spot","Béla Bartók","2"
"0.342","0.0304","1","-20.867","0","0.0487","0.988","0.898","0.0855","0.212","85.482","265480","5","6 Humoresque-Bagatelles, Op. 11, FS 22: IV. Spraellemanden","Carl Nielsen","35"
"0.489","0.037","0","-32.567","1","0.0517","0.987","0.959","0.0865","0.0391","50.302","54000","5","Les Cinq Doights (1921): Moderato - Produced","Igor Stravinsky","29"
"0.49","0.0764","10","-21.642","0","0.11","0.993","0.92","0.0989","0.262","156.612","47160","4","Piano Variations, Op.27: 2. Sehr schnell","Anton Webern","4"
"0.465","0.0311","4","-38.102","0","0.0766","0.996","0.96","0.0944","0.253","134.009","42973","4","Piano Sonata No.1: 2. Andante tranquillo","Michael Tippett","1"
"0.709","0.0313","6","-20.56","1","0.218","0.933","0.932","0.0778","0.375","108.983","40000","4","John White: Piano Sonata No.104","John White","1"
"0.414","0.0163","0","-29.225","1","0.071","0.994","0.93","0.113","0.0649","65.595","310707","3","The Yellow Cake Revue: Farewell to Stromness","Peter Maxwell Davies","30"
"0.362","0.137","6","-22.788","1","0.036","0.99","0.95","0.161","0.202","91.935","234907","4","The Entertainer: A Ragtime Two-Step","Scott Joplin","34"
"0.408","0.00657","2","-31.186","1","0.0636","0.995","0.936","0.0792","0.0613","73.224","336973","4","Nordlandsbilleder (Pictures from Nordland) Suite No. 1, Op.5: IV. Mot fedrenes fjell (Towards the mountains of my forefathers)","David Monrad Johansen","29"
"0.43","0.168","0","-22.072","1","0.0617","0.992","0.845","0.0693","0.601","149.934","282000","4","Renaissance, Book 2: Sarabande (Lully)","Leopold Godowsky","32"
"0.48","0.00514","8","-38.974","1","0.0483","0.965","0.801","0.0616","0.555","78.211","112093","4","The Seasons, Op. 37a: VI. June - Barcarolle","Pyotr Ilyich Tchaikovsky","35"
"0.482","0.00884","4","-34.831","0","0.0437","0.994","0.944","0.0534","0.0766","94.396","336893","4","Les heures persanes, Op. 65: No. 1. Sieste, avant le depart: Lent","Charles Koechlin","28"
"0.385","0.0115","7","-28.865","0","0.0438","0.993","0.879","0.117","0.162","63.843","339800","4","Métopes, Op.29: Wyspa syren/The Isle of Siren (lento, molto rubato e improvisando)","Karol Szymanowski","28"
"0.306","0.000634","11","-43.244","1","0.0482","0.995","0.88","0.0904","0.0935","66.325","214613","4","Rain Tree Sketch","Toru Takemitsu","1"
"0.246","0.0491","4","-24.478","1","0.0376","0.99","0.917","0.0911","0.0344","73.809","441133","3","Ombres, Op. 64: I. J'entends dans le lointain","Florent Schmitt","27"
"0.507","0.0112","9","-26.899","1","0.0699","0.989","0.918","0.0839","0.0399","97.06","366667","3","Nocturne in B-Flat Major","Maria Szymanowska","30"
"0.298","0.0197","8","-27.807","1","0.0398","0.992","0.882","0.174","0.0332","176.166","793653","4","Adagio In B Minor, K.540","Wolfgang Amadeus Mozart","5"
"0.291","0.108","10","-20.741","1","0.0394","0.987","0.892","0.0889","0.0386","77.513","336373","3","Etude No. 9","Philip Glass","36"
"0.391","0.00394","11","-31.191","0","0.0495","0.995","0.937","0.0989","0.168","80.208","477250","4","Piano Sonata No. 2 in D Minor, Op. 14: II. Scherzo. Allegro marcato","Sergei Prokofiev","29"
"0.289","0.25","5","-20.109","0","0.0372","0.99","0.882","0.112","0.039","144.783","211267","3","Traced overhead Op. 15 (1990): Sursum","Thomas Adès","35"
"0.471","0.216","9","-21.137","0","0.0558","0.994","0.852","0.0897","0.347","92.132","115880","4","12 Notations pour piano: XI Scintillant","Pierre Boulez","28"
